_id,Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
7073,7073,163745,2015-10-21T01:30:00,SPITALUL JUDETEAN  DE URGENTA SLATINA,4394927.0,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,9831410,RON,Offline,DA,NU,33192120-9,Paturi de spital (Rev.2)
7074,7074,163736,2015-10-21T01:30:00,UNITATEA MILITARA 0521 BUCURESTI,8372077.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4195140,RON,Offline,DA,NU,33696300-8,Reactivi chimici (Rev.2)
7075,7075,163739,2015-10-21T01:30:00,MINISTERUL APARARII - UNITATEA MILITARA 02497 PITESTI,4318016.0,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1986853.2299999999813735485076904296875,RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
7076,7076,163737,2015-10-21T01:30:00,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,4291512,RON,Offline,DA,NU,42124340-9,Piese pentru compresoare de gaz (Rev.2)
7077,7077,163752,2015-10-21T01:30:00,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,370893.7999999999883584678173065185546875,RON,Online,DA,NU,42124340-9,Piese pentru compresoare de gaz (Rev.2)
7078,7078,163750,2015-10-21T01:30:00,Directia Generala de Asistenta Sociala si Protectia Copilului Galati,17094425.0,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,709771.73999999999068677425384521484375,RON,Offline,DA,NU,03200000-3,"Cereale, cartofi, legume, fructe si fructe cu coaja (Rev.2)"
7079,7079,163747,2015-10-21T01:30:00,TERMICA DISTRIBUTIE NAVODARI SRL,RO 27381730,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1188000,RON,Offline,DA,NU,44113620-7,Asfalt (Rev.2)
7080,7080,163761,2015-10-21T01:30:00,TEGA S.A.,RO8670570,Covasna,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1811150,RON,Offline,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
7081,7081,163760,2015-10-21T01:30:00,"Spitalul de Cardiologie "" Dr. Benedek Geza"" Covasna",4404559.0,Covasna,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,861010,RON,Online,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7082,7082,163759,2015-10-21T01:30:00,"SPITALUL CLINIC DE URGENTA PENTRU COPII ,,Maria Skolodovska Curie""",4183164.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2016129,RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7083,7083,163766,2015-10-21T01:30:00,Centrul NationalClinic de Recuperare Neuropsihomotorie Copii Dr. Nicolae Robanescu,21101334.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,667651.099999999976716935634613037109375,RON,Online,DA,NU,15000000-8,"Alimente, bauturi, tutun si produse conexe (Rev.2)"
7084,7084,163751,2015-10-21T01:30:00,MINISTERUL APARARII - UNITATEA MILITARA 02574,4193125.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,576312.19999999995343387126922607421875,RON,Online,DA,NU,39522110-1,Prelate impermeabile (Rev.2)
7085,7085,163732,2015-10-21T01:30:00,Institutul de Stat pentru Testarea si Inregistrarea Soiurilor,4192880.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,9398400,RON,Offline,DA,NU,16700000-2,Tractoare (Rev.2)
7086,7086,163755,2015-10-21T01:30:00,SPITALUL   MUNICIPAL SFINTII DOCTORI COSMA SI DAMIAN' RADAUTI,4327367.0,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1525064.3999999999068677425384521484375,RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
7087,7087,163770,2015-10-21T01:30:00,Ministerul Apararii - Unitatea Militara 02550 Bucuresti,4283716.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1800000,RON,Offline,DA,NU,34144740-7,Vehicule de tractare a aeronavelor (Rev.2)
7088,7088,163748,2015-10-21T01:30:00,Regia Autonoma Judeteana de Drumuri Arges R.A.,RO 27648587,Arges,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,2701453.200000000186264514923095703125,RON,Offline,DA,NU,60182000-7,Inchiriere de vehicule industriale cu sofer (Rev.2)
7089,7089,163735,2015-10-21T01:30:00,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1946194,RON,Offline,DA,NU,79713000-5,Servicii de paza (Rev.2)
7090,7090,163764,2015-10-21T01:30:00,INSTITUTUL CLINIC FUNDENI,RO 4204003,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,32450148.1600000001490116119384765625,RON,Offline,DA,NU,33140000-3,Consumabile medicale (Rev.2)
7091,7091,163734,2015-10-21T01:30:00,R.A. AEROPORTUL SATU MARE,RO 642787,Satu Mare,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,2288931,RON,Offline,DA,DA,35121000-8,Echipament de securitate (Rev.2)
7092,7092,163763,2015-10-21T01:30:00,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,200608.89999999999417923390865325927734375,RON,Offline,DA,NU,50225000-8,Servicii de intretinere a liniilor de cai ferate (Rev.2)
7093,7093,163776,2015-10-21T09:45:56,Compania Judeteana Apa Serv S.A. Neamt,RO15346437,Neamt,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1287000,RON,Offline,NU,DA,42990000-2,Diverse utilaje cu utilizare speciala (Rev.2)
7094,7094,163778,2015-10-21T09:57:35,SPITALUL CLINIC JUDETEAN MURES,24014380.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,38709,RON,Offline,NU,NU,33157400-9,Aparate medicale respiratorii (Rev.2)
7095,7095,163779,2015-10-21T09:58:07,SPITALUL CLINIC JUDETEAN MURES,24014380.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,20161,RON,Offline,NU,NU,33195100-4,Monitoare (Rev.2)
7096,7096,163780,2015-10-21T09:58:46,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,185764,RON,Offline,NU,NU,90460000-9,Servicii de golire a puturilor de decantare sau a foselor septice (Rev.2)
7097,7097,163785,2015-10-21T11:33:03,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,59938,RON,Offline,NU,NU,44300000-3,"Cablu, sarma si produse conexe (Rev.2)"
7098,7098,163787,2015-10-21T11:34:45,Comitetul Olimpic si Sportiv Roman,13746143.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,369031.5200000000186264514923095703125,RON,Offline,NU,NU,18412100-1,Treninguri (Rev.2)
7099,7099,163789,2015-10-21T11:50:15,Ministerul Apararii - Unitatea Militara 02472 Bucuresti,4221039.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,428226,RON,Online,NU,NU,34110000-1,Autoturisme (Rev.2)
7100,7100,163790,2015-10-21T13:02:51,Spitalul Orasenesc Sinaia,2843299.0,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,291959,RON,Online,NU,NU,33100000-1,Echipamente medicale (Rev.2)
7101,7101,163791,2015-10-21T14:40:04,Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca,4547125.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,382459.6799999999930150806903839111328125,RON,Online,NU,DA,33100000-1,Echipamente medicale (Rev.2)
7102,7102,163792,2015-10-21T14:40:38,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,5000,RON,Offline,NU,NU,71323100-9,Servicii de proiectare a sistemelor de energie electrica (Rev.2)
7103,7103,163800,2015-10-21T15:52:35,SPITALUL CLINIC JUDETEAN DE URGENTA SF.SPIRIDON IASI,4701312.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,282258,RON,Offline,NU,NU,33112200-0,Ecograf (Rev.2)
7104,7104,163797,2015-10-21T15:55:47,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,29958,RON,Offline,NU,NU,34946121-4,Eclise de imbinare si placi de baza (Rev.2)
7105,7105,163801,2015-10-21T15:56:46,INSTITUTUL ONCOLOGIC PROF DR ALEXANDRU TRESTIOREANU,4203709.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,500280,RON,Offline,NU,NU,15112130-6,Carne de pui (Rev.2)
7106,7106,163803,2015-10-21T15:57:31,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,158200,RON,Online,NU,NU,34220000-5,"Remorci, semiremorci si containere mobile (Rev.2)"
7107,7107,163799,2015-10-21T16:08:10,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,142192.380000000004656612873077392578125,RON,Offline,NU,NU,34320000-6,"Piese de schimb mecanice, altele decat motoare si piese de motoare (Rev.2)"
7108,7108,163795,2015-10-22T01:30:00,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,2599200,RON,Offline,DA,NU,71354300-7,Servicii de cadastru (Rev.2)
7109,7109,163786,2015-10-22T01:30:00,Spitalul Clinic Municipal de Urgenta Timisoara,4483447.0,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,21035948.7800000011920928955078125,RON,Offline,DA,NU,33651100-9,Antibacterieni pentru uz sistemic (Rev.2)
7110,7110,163793,2015-10-22T01:30:00,"Institutul de Pneumoftiziologie ""Marius Nasta""",4316180.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2095967.73999999999068677425384521484375,RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7111,7111,163777,2015-10-22T01:30:00,ACADEMIA DE STIINTE,4967064.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3286531.1499999999068677425384521484375,RON,Offline,DA,DA,33100000-1,Echipamente medicale (Rev.2)
7112,7112,163796,2015-10-22T01:30:00,SPITALUL JUDETEAN - TR. SEVERIN,4222239.0,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2692743,RON,Online,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7113,7113,163788,2015-10-22T01:30:00,CONSILIUL JUDETEAN MEHEDINTI,4337344.0,Mehedinti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1017875,RON,Offline,DA,NU,71322500-6,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2)
7114,7114,163783,2015-10-22T01:30:00,MUNICIPIUL ORADEA,4230487.0,Bihor,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,2502762,RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
7115,7115,163794,2015-10-22T01:30:00,Regia Autonoma Administratia Patrimoniului Protocolului de Stat Bucuresti,RO 2351555,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,720000,RON,Offline,DA,NU,09100000-0,Combustibili (Rev.2)
7116,7116,163782,2015-10-22T01:30:00,Institutul National de Neurologie si Boli Neurovasculare,7548010.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,741935.4799999999813735485076904296875,RON,Online,DA,NU,33111000-1,Aparate de radiologie (Rev.2)
7117,7117,163802,2015-10-22T01:30:00,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,27582950,RON,Offline,DA,NU,45232221-7,Statie electrica de transformare (Rev.2)
7118,7118,163784,2015-10-22T01:30:00,"SPITALUL JUDETEAN DE URGENTA""SFANTUL IOAN CEL NOU""SUCEAVA",4243983.0,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2258000,RON,Offline,DA,NU,33115000-9,Aparate de tomografie (Rev.2)
7119,7119,163806,2015-10-22T09:14:44,"Institutul National de Cercetare Dezvoltare pentru Fizica si Inginerie Nucleara ""Horia Hulubei""",R 3321234,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,333300,RON,Online,NU,NU,48820000-2,Servere (Rev.2)
7120,7120,163809,2015-10-22T09:33:44,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,23970,RON,Offline,NU,NU,34320000-6,"Piese de schimb mecanice, altele decat motoare si piese de motoare (Rev.2)"
7121,7121,163810,2015-10-22T09:34:52,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,654153.19999999995343387126922607421875,RON,Offline,NU,NU,44310000-6,Articole din sarma (Rev.2)
7122,7122,163811,2015-10-22T09:35:28,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,334590,RON,Offline,NU,NU,38112100-4,Sisteme de navigare si de pozitionare globala (GPS sau echivalente) (Rev.2)
7123,7123,163812,2015-10-22T09:36:21,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,441204.349999999976716935634613037109375,RON,Online,NU,NU,31532110-8,Lampi cu tuburi fluorescente (Rev.2)
7124,7124,163813,2015-10-22T09:37:38,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1291000,RON,Offline,NU,NU,31213400-6,Sisteme de distributie (Rev.2)
7125,7125,163816,2015-10-22T11:24:51,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,68656,RON,Online,NU,NU,50720000-8,Servicii de reparare si de intretinere a incalzirii centrale (Rev.2)
7126,7126,163817,2015-10-22T11:25:34,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,85207,RON,Offline,NU,NU,38551000-2,Contoare de energie (Rev.2)
7127,7127,163818,2015-10-22T11:26:01,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,62000,RON,Online,NU,NU,34113300-5,Vehicule de teren (Rev.2)
7128,7128,163819,2015-10-22T11:27:36,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1628760,RON,Offline,NU,NU,71630000-3,Servicii de inspectie si testare tehnica (Rev.2)
7129,7129,163820,2015-10-22T11:28:15,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,15575,RON,Offline,NU,NU,32323500-8,Sistem video de supraveghere (Rev.2)
7130,7130,163821,2015-10-22T11:28:54,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,38875,RON,Offline,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
7131,7131,163823,2015-10-22T11:31:25,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,5510,RON,Offline,NU,NU,43313200-2,Turbine pentru zapada (Rev.2)
7132,7132,163825,2015-10-22T12:41:26,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,24960,RON,Offline,NU,NU,44810000-1,Vopsele (Rev.2)
7133,7133,163826,2015-10-22T12:42:00,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,4750,RON,Offline,NU,NU,44810000-1,Vopsele (Rev.2)
7134,7134,163828,2015-10-22T12:42:32,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,141076.130000000004656612873077392578125,RON,Online,NU,NU,30192000-1,Accesorii de birou (Rev.2)
7135,7135,163830,2015-10-22T14:01:19,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,77000,RON,Offline,NU,NU,45255121-3,Lucrari de constructii de instalatii de suprafata (Rev.2)
7136,7136,163831,2015-10-22T14:02:40,Regia Autonoma Administratia Patrimoniului Protocolului de Stat Bucuresti,RO 2351555,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,190804.5,RON,Offline,NU,NU,39831240-0,Produse de curatenie (Rev.2)
7137,7137,163832,2015-10-22T15:14:58,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,494670.400000000023283064365386962890625,RON,Offline,NU,NU,34923000-3,Echipament pentru controlul traficului rutier (Rev.2)
7138,7138,163833,2015-10-22T15:15:34,S.C. SALUBRITATE CRAIOVA,RO27969145,Dolj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,335000,RON,Offline,NU,NU,60181000-0,Inchiriere de camioane cu sofer (Rev.2)
7139,7139,163835,2015-10-22T15:18:31,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,22984.72999999999956344254314899444580078125,RON,Offline,NU,NU,50532000-3,Servicii de reparare si de intretinere a masinilor si aparatelor electrice si a echipamentului conex (Rev.2)
7140,7140,163838,2015-10-22T15:20:59,INSTITUTUL NATIONAL CERCETARE DEZVOLTARE PENTRU ECOLOGIE INDUSTRIALA,RO 3268360,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,554850,RON,Offline,NU,NU,38433100-0,Spectrometre de masa (Rev.2)
7141,7141,163839,2015-10-22T16:43:00,"Spitalul de Boli Infectioase si Tropicale ""Dr. Victor Babes""",4266049.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,181451,RON,Online,NU,NU,33100000-1,Echipamente medicale (Rev.2)
7142,7142,163840,2015-10-22T16:43:40,MUNICIPIUL CONSTANTA,4785631.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,389406.4099999999743886291980743408203125,RON,Offline,NU,NU,34130000-7,Autovehicule pentru transportul de marfuri (Rev.2)
7143,7143,163844,2015-10-22T16:48:22,C.N.POSTA ROMANA S.A.,RO 427410,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,259200,EUR,Offline,NU,NU,79311100-8,Servicii de elaborare de studii (Rev.2)
7144,7144,163836,2015-10-23T01:30:00,CENTRUL JUDETEAN PENTRU CULTURA BISTRITA-NASAUD,4347763.0,Bistrita-Nasaud,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1236368,RON,Offline,DA,NU,34121500-6,Autocare (Rev.2)
7145,7145,163843,2015-10-23T01:30:00,"SPITALUL MUNICIPAL "" ANGHEL SALIGNY"" FETESTI",4365220.0,Ialomita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1764000,RON,Online,DA,NU,33115000-9,Aparate de tomografie (Rev.2)
7146,7146,163841,2015-10-23T01:30:00,INSTITUTUL CLINIC FUNDENI,RO 4204003,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2321774.1899999999441206455230712890625,RON,Offline,DA,NU,33192100-3,Paturi medicale (Rev.2)
7147,7147,163805,2015-10-23T01:30:00,COMUNA MAIERUS (PRIMARIA COMUNEI MAIERUS),4777221.0,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,605323,RON,Offline,DA,DA,43220000-1,Gredere si nivelatoare (Rev.2)
7148,7148,163807,2015-10-23T01:30:00,CLUBUL SPORTIV MUNICIPAL BUCURESTI,22389856.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,207360,EUR,Offline,DA,NU,60400000-2,Servicii de transport aerian (Rev.2)
7149,7149,163804,2015-10-23T01:30:00,AGENTIA NATIONALA DE ADMINISTRARE FISCALA,16031712.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,891797.5,RON,Offline,DA,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
7150,7150,163814,2015-10-23T01:30:00,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI,9574414.0,Tulcea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,702810,RON,Online,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
7151,7151,163827,2015-10-23T01:30:00,SANATORIUL BALNEAR SI DE RECUPERARE TECHIRGHIOL,4300868.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2322580.6499999999068677425384521484375,RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7152,7152,163829,2015-10-23T01:30:00,Spitalul Clinic de Urgenta Bucuresti,4505332.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3730000,RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7153,7153,163824,2015-10-23T01:30:00,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU TEHNOLOGII CRIOGENICE SI IZOTOPICE - ICSI RM. VALCEA,RO2538104,Valcea,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1987500,RON,Online,DA,NU,71319000-7,Servicii de expertiza (Rev.2)
7154,7154,163837,2015-10-23T01:30:00,Municipiul Cluj-Napoca,4305857.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,5707000,RON,Online,DA,NU,42418900-8,Utilaje de incarcare sau de manipulare (Rev.2)
7155,7155,163822,2015-10-23T01:30:00,UNITATEA MILITARA 02133,R 13749875,Constanta,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,13586313.50999999977648258209228515625,RON,Online,DA,NU,09310000-5,Electricitate (Rev.2)
7156,7156,163815,2015-10-23T01:30:00,"INSTITUTUL INIMII ""Niculae Stancioiu"" Cluj-Napoca",4617719.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1854800,RON,Offline,DA,NU,33111600-7,Aparate de radiografie (Rev.2)
7157,7157,163834,2015-10-23T01:30:00,Directia Generala de Politie a Municipiului Bucuresti,4221160.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3225805.959999999962747097015380859375,RON,Offline,DA,NU,09123000-7,Gaze naturale (Rev.2)
7158,7158,163846,2015-10-23T09:44:15,"Institutul National de Cercetare Dezvoltare pentru Fizica si Inginerie Nucleara ""Horia Hulubei""",R 3321234,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,486553,RON,Online,NU,NU,42122450-9,Pompe de vid (Rev.2)
7159,7159,163848,2015-10-23T09:47:40,Compania APA Brasov,R1096128,Brasov,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,301700,RON,Online,NU,NU,44163210-5,Coliere de strangere pentru tevi (Rev.2)
7160,7160,163849,2015-10-23T09:48:35,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1266913.28000000002793967723846435546875,RON,Offline,NU,NU,24321115-9,Acetilena (Rev.2)
